antecedent,consequent,fitness,support,confidence,lift,coverage,rhs_support,conviction,amplitude,inclusion,interestingness,comprehensibility,netconf,yulesq
"[exang([0, 1])]","[fbs([0, 1])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.9990243902439024,0.6309297535714574,0.0,0.0
"[exang([0, 1])]","[slope([0, 2])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.9990243902439024,0.6309297535714574,0.0,0.0
"[restecg([0, 2])]","[exang([0, 1]), slope([0, 2])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21428571428571427,0.9990243902439024,0.7924812503605781,0.0,0.0
"[exang([0, 1]), fbs([0, 1]), restecg([0, 2])]","[slope([0, 2])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.9990243902439024,0.43067655807339306,0.0,0.0
"[sex([0, 1]), exang([0, 1])]","[cp([0, 3])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21428571428571427,0.9990243902439024,0.5,0.0,0.0
"[exang([0, 1])]","[restecg([0, 2]), slope([0, 2])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21428571428571427,0.9990243902439024,0.7924812503605781,0.0,0.0
"[slope([0, 2]), exang([0, 1])]","[thal([0, 3])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21428571428571427,0.9990243902439024,0.5,0.0,0.0
"[sex([0, 1])]","[exang([0, 1]), cp([0, 3])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21428571428571427,0.9990243902439024,0.7924812503605781,0.0,0.0
"[thalach([71, 202])]","[exang([0, 1])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.9990243902439024,0.6309297535714574,0.0,0.0
"[sex([0, 1])]","[exang([0, 1])]",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.9990243902439024,0.6309297535714574,0.0,0.0
"[exang([0, 1])]","[chol([126, 523])]",0.9970731707317073,0.9970731707317073,0.9970731707317073,1.0,1.0,0.9970731707317073,0.9999999999999242,0.04680365296803646,0.14285714285714285,0.9961032635045922,0.6309297535714574,0.0,0.0
"[sex([0, 1]), cp([0, 3])]","[exang([0, 1]), thal([1, 3])]",0.9931707317073171,0.9931707317073171,0.9931707317073171,1.0,1.0,0.9931707317073171,0.9999999999999675,0.08333333333333337,0.2857142857142857,0.992208401851395,0.6826061944859854,0.0,0.0
"[exang([0, 1]), cp([0, 3])]","[thal([1, 3])]",0.9931707317073171,0.9931707317073171,0.9931707317073171,1.0,1.0,0.9931707317073171,0.9999999999999675,0.11111111111111116,0.21428571428571427,0.992208401851395,0.5,0.0,0.0
"[sex([0, 1]), cp([0, 3]), exang([0, 1])]","[thal([1, 3])]",0.9931707317073171,0.9931707317073171,0.9931707317073171,1.0,1.0,0.9931707317073171,0.9999999999999675,0.08333333333333337,0.2857142857142857,0.992208401851395,0.43067655807339306,0.0,0.0
"[cp([0, 3])]","[fbs([0, 1]), exang([0, 1]), thal([1, 3])]",0.9931707317073171,0.9931707317073171,0.9931707317073171,1.0,1.0,0.9931707317073171,0.9999999999999675,0.08333333333333337,0.2857142857142857,0.992208401851395,0.8613531161467861,0.0,0.0
"[fbs([0, 1])]","[exang([0, 1]), cp([0, 3]), thal([1, 3])]",0.9931707317073171,0.9931707317073171,0.9931707317073171,1.0,1.0,0.9931707317073171,0.9999999999999675,0.08333333333333337,0.2857142857142857,0.992208401851395,0.8613531161467861,0.0,0.0
"[exang([0, 1]), restecg([0, 1])]","[slope([0, 2])]",0.9926829268292683,0.9853658536585366,1.0,1.0,0.9853658536585366,1.0,0.0,0.16666666666666674,0.21428571428571427,0.9844185893994574,0.5,0.0,0.0
"[thalach([108, 202])]","[cp([0, 3]), exang([0, 1]), slope([0, 2]), thal([0, 3])]",0.9760975609756097,0.9521951219512195,1.0,1.0,0.9521951219512195,1.0,0.0,0.056488549618320505,0.35714285714285715,0.9513105604387632,0.8982444017039272,0.0,0.0
"[thal([2, 3])]","[exang([0, 1]), fbs([0, 1])]",0.9653658536585366,0.9307317073170732,1.0,1.0,0.9307317073170732,1.0,0.0,0.22222222222222232,0.21428571428571427,0.9298865741356046,0.7924812503605781,0.0,0.0
"[thal([2, 3]), cp([0, 3])]","[exang([0, 1])]",0.9653658536585366,0.9307317073170732,1.0,1.0,0.9307317073170732,1.0,0.0,0.22222222222222232,0.21428571428571427,0.9298865741356046,0.5,0.0,0.0
"[cp([0, 3]), thal([2, 3])]","[exang([0, 1])]",0.9653658536585366,0.9307317073170732,1.0,1.0,0.9307317073170732,1.0,0.0,0.22222222222222232,0.21428571428571427,0.9298865741356046,0.5,0.0,0.0
"[sex([0, 1]), thal([2, 3]), cp([0, 3])]","[exang([0, 1])]",0.9653658536585366,0.9307317073170732,1.0,1.0,0.9307317073170732,1.0,0.0,0.16666666666666674,0.2857142857142857,0.9298865741356046,0.43067655807339306,0.0,0.0
"[exang([0, 1]), restecg([0, 1]), slope([1, 2])]","[thal([1, 3])]",0.951398546964193,0.9102439024390244,0.9925531914893617,0.99937821343477,0.9170731707317074,0.9931707317073171,0.9170731707316829,0.33333333333333337,0.2857142857142857,0.9088700920489924,0.43067655807339306,-0.007446808510637967,-1.0
"[sex([0, 1]), exang([0, 1])]","[thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.2222222222222222,0.21428571428571427,0.9298865741356046,0.5,0.0,0.0
"[exang([0, 1]), cp([0, 3])]","[thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.2222222222222222,0.21428571428571427,0.9298865741356046,0.5,0.0,0.0
"[cp([0, 3])]","[exang([0, 1]), thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.2222222222222222,0.21428571428571427,0.9298865741356046,0.7924812503605781,0.0,0.0
"[sex([0, 1])]","[exang([0, 1]), cp([0, 3]), thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.16666666666666663,0.2857142857142857,0.9298865741356046,0.8613531161467861,0.0,0.0
"[exang([0, 1])]","[thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.33333333333333337,0.14285714285714285,0.9298865741356046,0.6309297535714574,0.0,0.0
"[exang([0, 1])]","[cp([0, 3]), thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.2222222222222222,0.21428571428571427,0.9298865741356046,0.7924812503605781,0.0,0.0
"[sex([0, 1]), exang([0, 1]), cp([0, 3])]","[thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.16666666666666663,0.2857142857142857,0.9298865741356046,0.43067655807339306,0.0,0.0
"[cp([0, 3]), fbs([0, 1])]","[exang([0, 1]), thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.16666666666666663,0.2857142857142857,0.9298865741356046,0.6826061944859854,0.0,0.0
"[cp([0, 3]), exang([0, 1])]","[thal([2, 3])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.2222222222222222,0.21428571428571427,0.9298865741356046,0.5,0.0,0.0
"[sex([0, 1])]","[thal([2, 3]), cp([0, 3]), exang([0, 1])]",0.9307317073170732,0.9307317073170732,0.9307317073170732,1.0,1.0,0.9307317073170732,0.9999999999999968,0.16666666666666674,0.2857142857142857,0.9298865741356046,0.8613531161467861,0.0,0.0
"[exang([0, 1])]","[slope([1, 2]), fbs([0, 1])]",0.9278048780487805,0.9278048780487805,0.9278048780487805,1.0,1.0,0.9278048780487805,0.9999999999999969,0.16666666666666674,0.21428571428571427,0.9269650518129453,0.7924812503605781,0.0,0.0
"[cp([0, 3])]","[exang([0, 1]), slope([1, 2])]",0.9278048780487805,0.9278048780487805,0.9278048780487805,1.0,1.0,0.9278048780487805,0.9999999999999969,0.16666666666666674,0.21428571428571427,0.9269650518129453,0.7924812503605781,0.0,0.0
"[sex([0, 1])]","[slope([1, 2])]",0.9278048780487805,0.9278048780487805,0.9278048780487805,1.0,1.0,0.9278048780487805,0.9999999999999969,0.25,0.14285714285714285,0.9269650518129453,0.6309297535714574,0.0,0.0
"[exang([0, 1])]","[slope([1, 2])]",0.9278048780487805,0.9278048780487805,0.9278048780487805,1.0,1.0,0.9278048780487805,0.9999999999999969,0.25,0.14285714285714285,0.9269650518129453,0.6309297535714574,0.0,0.0
"[restecg([0, 2]), fbs([0, 1])]","[exang([0, 1]), slope([1, 2])]",0.9278048780487805,0.9278048780487805,0.9278048780487805,1.0,1.0,0.9278048780487805,0.9999999999999969,0.125,0.2857142857142857,0.9269650518129453,0.6826061944859854,0.0,0.0
"[restecg([0, 1]), target([0, 1])]","[thal([2, 3])]",0.9268316831683169,0.92,0.9336633663366337,1.0031498432862154,0.9853658536585366,0.9307317073170732,1.0441936658172517,0.38888888888888895,0.21428571428571427,0.9220694987234572,0.5,0.2003300330032939,0.6730982479485473
"[exang([0, 1]), restecg([0, 1]), slope([0, 2])]","[thal([2, 3])]",0.9268316831683169,0.92,0.9336633663366337,1.0031498432862154,0.9853658536585366,0.9307317073170732,1.0441936658172517,0.29166666666666663,0.2857142857142857,0.9220694987234572,0.43067655807339306,0.2003300330032939,0.6730982479485473
"[target([0, 1]), sex([0, 1]), ca([0, 4]), age([32, 77])]","[thalach([71, 202]), oldpeak([0.0, 5.997825690454907]), slope([1, 2])]",0.9257122381214018,0.9239024390243903,0.9275220372184133,0.9996951505245779,0.9960975609756098,0.9278048780487805,0.9960975609756059,0.0850155370862925,0.5,0.9227882654128259,0.6666666666666667,-0.07247796278159538,-1.0
"[sex([0, 1]), exang([0, 1])]","[cp([0, 2])]",0.9248780487804878,0.9248780487804878,0.9248780487804878,1.0,1.0,0.9248780487804878,0.999999999999997,0.11111111111111116,0.21428571428571427,0.9240435127754967,0.5,0.0,0.0
"[sex([0, 1])]","[cp([0, 2]), exang([0, 1])]",0.9248780487804878,0.9248780487804878,0.9248780487804878,1.0,1.0,0.9248780487804878,0.999999999999997,0.11111111111111116,0.21428571428571427,0.9240435127754967,0.7924812503605781,0.0,0.0
"[restecg([0, 1]), exang([0, 1]), fbs([0, 1])]","[slope([1, 2])]",0.923883120019319,0.9170731707317074,0.9306930693069307,1.003112929589489,0.9853658536585366,0.9278048780487805,1.0416724738675927,0.25,0.2857142857142857,0.9191048903098903,0.43067655807339306,0.19735973597359682,0.6600441501103753
"[sex([0, 1]), ca([0, 4]), target([0, 1]), thal([1, 3]), age([32, 77]), thalach([71, 202])]","[slope([1, 2])]",0.9220474334920864,0.9170731707317074,0.9270216962524654,0.9991558766128045,0.9892682926829268,0.9278048780487805,0.9892682926829226,0.12797619047619058,0.5,0.9154792299930857,0.33333333333333337,-0.07297830374753546,-1.0
"[sex([0, 1])]","[slope([1, 2]), exang([0, 1]), cp([0, 3]), thal([1, 3])]",0.9209756097560976,0.9209756097560976,0.9209756097560976,1.0,1.0,0.9209756097560976,0.9999999999999972,0.16666666666666652,0.35714285714285715,0.9201481013914482,0.8982444017039272,0.0,0.0
"[thal([0, 3]), exang([0, 1]), slope([1, 2]), fbs([0, 1]), thalach([116, 202])]","[target([0, 1])]",0.9204878048780487,0.8409756097560975,1.0,1.0,0.8409756097560975,1.0,0.0,0.14058524173027998,0.42857142857142855,0.84028561953541,0.3562071871080222,0.0,0.0
"[thal([1, 3]), restecg([0, 1]), target([0, 1])]","[slope([1, 2])]",0.9202266371616856,0.9102439024390244,0.9302093718843469,1.0025915943022667,0.9785365853658536,0.9278048780487805,1.0344529616724696,0.33333333333333337,0.2857142857142857,0.911792454899782,0.43067655807339306,0.11202755370252515,0.4951923076923077
"[exang([0, 1]), thalach([94, 202]), sex([0, 1])]","[cp([0, 2])]",0.9196299411269975,0.9151219512195122,0.9241379310344827,0.9991997672050051,0.9902439024390244,0.9248780487804878,0.9902439024390204,0.12722646310432573,0.2857142857142857,0.9135732718109201,0.43067655807339306,-0.07586206896551495,-1.0
"[sex([0, 1])]","[cp([0, 2]), exang([0, 1]), thal([1, 3])]",0.9180487804878049,0.9180487804878049,0.9180487804878049,1.0,1.0,0.9180487804878049,0.9999999999999973,0.16666666666666674,0.2857142857142857,0.9172265233528243,0.8613531161467861,0.0,0.0
"[exang([0, 1])]","[thal([1, 3]), cp([0, 2]), thalach([84, 196]), sex([0, 1])]",0.9102439024390244,0.9102439024390244,0.9102439024390244,1.0,1.0,0.9102439024390244,0.9999999999999976,0.16234096692111954,0.35714285714285715,0.9094355668664124,0.8982444017039272,0.0,0.0
"[cp([0, 2])]","[exang([0, 1]), thal([2, 3])]",0.8974642379335186,0.8624390243902439,0.9324894514767933,1.0018885615971835,0.9248780487804878,0.9307317073170732,1.0260365853658502,0.3333333333333335,0.21428571428571427,0.8633407635775423,0.7924812503605781,0.023398542385883077,0.16010498687664043
"[cp([0, 2]), exang([0, 1])]","[slope([1, 2])]",0.8964490068951323,0.8614634146341463,0.9314345991561181,1.003912159973734,0.9248780487804878,0.9278048780487805,1.052938086303936,0.2777777777777779,0.21428571428571427,0.8641067461004549,0.5,0.048317716039233925,0.2851944691517749
"[cp([0, 2])]","[exang([0, 1]), slope([1, 2])]",0.8964490068951323,0.8614634146341463,0.9314345991561181,1.003912159973734,0.9248780487804878,0.9278048780487805,1.052938086303936,0.2777777777777779,0.21428571428571427,0.8641067461004549,0.7924812503605781,0.048317716039233925,0.2851944691517749
"[exang([0, 1]), trestbps([95, 155]), fbs([0, 1])]","[thal([2, 3])]",0.8936459073328598,0.848780487804878,0.9385113268608414,1.0083586059039438,0.904390243902439,0.9307317073170732,1.126521181001278,0.2751572327044025,0.2857142857142857,0.8551663776034861,0.43067655807339306,0.08136846971798359,0.43564356435643564
"[thalach([111, 187]), restecg([0, 1]), exang([0, 1]), fbs([0, 1])]","[slope([1, 2])]",0.891069377864405,0.8458536585365853,0.9362850971922246,1.0091400889821558,0.9034146341463415,0.9278048780487805,1.133096320793712,0.28396946564885495,0.35714285714285715,0.8528804383326076,0.3868528072345416,0.08780024870737461,0.4481376315349925
"[ca([0, 1]), thal([1, 3]), target([0, 1]), exang([0, 1]), fbs([0, 1])]","[thalach([71, 202])]",0.8887804878048781,0.7775609756097561,1.0,1.0,0.7775609756097561,1.0,0.0,0.1805555555555557,0.42857142857142855,0.7769711209065452,0.3562071871080222,0.0,0.0
"[restecg([0, 1]), exang([0, 1]), thalach([94, 177])]","[fbs([0, 1]), slope([1, 2]), target([0, 1])]",0.8738308618966588,0.8185365853658536,0.929125138427464,1.0014229935732393,0.8809756097560976,0.9278048780487805,1.0186280487804842,0.22773536895674318,0.42857142857142855,0.8190467668854866,0.7124143742160444,0.011092351542217369,0.07854480010284098
"[exang([0, 1]), fbs(0), cp([0, 3])]","[thal([2, 3])]",0.873367084358917,0.8029268292682927,0.9438073394495413,1.0140487661800628,0.8507317073170731,0.9307317073170732,1.232692882030856,0.41666666666666663,0.2857142857142857,0.8135691570273045,0.43067655807339306,0.08759818912274377,0.4765341488277268
"[exang([0, 1]), thal([2, 3]), slope([1, 2]), thalach([75, 202])]","[cp([0, 2])]",0.8653867517254654,0.8029268292682927,0.9278466741826381,1.00320974792954,0.8653658536585366,0.9248780487804878,1.0411432926829232,0.3061068702290076,0.35714285714285715,0.8048730358591877,0.3868528072345416,0.022049572733362416,0.1443392694796513
"[sex([0, 1])]","[exang([0, 1]), thal([2, 3]), cp([0, 2])]",0.8624390243902439,0.8624390243902439,0.8624390243902439,1.0,1.0,0.8624390243902439,0.9999999999999983,0.25,0.2857142857142857,0.8617133648089842,0.8613531161467861,0.0,0.0
"[sex([0, 1]), exang([0, 1])]","[cp([0, 2]), thal([2, 3])]",0.8624390243902439,0.8624390243902439,0.8624390243902439,1.0,1.0,0.8624390243902439,0.9999999999999983,0.25,0.2857142857142857,0.8617133648089842,0.6826061944859854,0.0,0.0
"[sex([0, 1]), fbs([0, 1])]","[exang([0, 1]), thal([2, 3]), cp([0, 2])]",0.8624390243902439,0.8624390243902439,0.8624390243902439,1.0,1.0,0.8624390243902439,0.9999999999999983,0.19999999999999996,0.35714285714285715,0.8617133648089842,0.7737056144690831,0.0,0.0
"[sex([0, 1])]","[thal([2, 3]), exang([0, 1]), cp([0, 2])]",0.8624390243902439,0.8624390243902439,0.8624390243902439,1.0,1.0,0.8624390243902439,0.9999999999999983,0.2500000000000001,0.2857142857142857,0.8617133648089842,0.8613531161467861,0.0,0.0
"[sex([0, 1])]","[exang([0, 1]), cp([0, 2]), thal([2, 3])]",0.8624390243902439,0.8624390243902439,0.8624390243902439,1.0,1.0,0.8624390243902439,0.9999999999999983,0.25,0.2857142857142857,0.8617133648089842,0.8613531161467861,0.0,0.0
"[sex([0, 1])]","[cp([0, 2]), thal([2, 3]), exang([0, 1])]",0.8624390243902439,0.8624390243902439,0.8624390243902439,1.0,1.0,0.8624390243902439,0.9999999999999983,0.25,0.2857142857142857,0.8617133648089842,0.8613531161467861,0.0,0.0
"[sex([0, 1])]","[slope([1, 2]), exang([0, 1]), cp([0, 2])]",0.8614634146341463,0.8614634146341463,0.8614634146341463,1.0,1.0,0.8614634146341463,0.9999999999999984,0.20833333333333337,0.2857142857142857,0.8607393958880457,0.8613531161467861,0.0,0.0
"[age([37, 63]), exang([0, 1])]","[thalach([111, 202]), slope([0, 2])]",0.8547773064687169,0.7639024390243903,0.9456521739130435,1.0086300502194272,0.8078048780487805,0.937560975609756,1.1488780487804837,0.1909192111959288,0.2857142857142857,0.7699207281425346,0.6826061944859854,0.042098874420657705,0.3000393236335037
"[exang([0, 1])]","[thalach([80, 193]), cp([0, 2]), slope([1, 2])]",0.8507317073170731,0.8507317073170731,0.8507317073170731,1.0,1.0,0.8507317073170731,0.9999999999999986,0.2426844783715013,0.2857142857142857,0.8500256151826003,0.8613531161467861,0.0,0.0
"[sex([0, 1])]","[fbs(0), exang([0, 1]), thal([1, 3])]",0.8478048780487805,0.8478048780487805,0.8478048780487805,1.0,1.0,0.8478048780487805,0.9999999999999986,0.33333333333333337,0.2857142857142857,0.8471036359890309,0.8613531161467861,0.0,0.0
"[thal([0, 3]), exang([0, 1]), thalach([120, 189]), slope([0, 2]), fbs([0, 1]), sex([0, 1]), ca([0, 1])]","[restecg([0, 2]), target([0, 1])]",0.8400000000000001,0.68,1.0,1.0,0.68,1.0,0.0,0.13592027141645469,0.6428571428571429,0.6795488780487805,0.47712125471966244,0.0,0.0
"[thalach([110, 202])]","[exang([0, 1]), thal([2, 3]), cp([0, 2])]",0.8326874952412375,0.8058536585365854,0.8595213319458896,0.9966169290096574,0.937560975609756,0.8624390243902439,0.9792303523035212,0.3244274809160306,0.2857142857142857,0.8024959806923939,0.8613531161467861,-0.04672866805410795,-0.22477709995307368
"[exang(0), restecg([0, 2])]","[slope([0, 2])]",0.8317073170731708,0.6634146341463415,1.0,1.0,0.6634146341463415,1.0,0.0,0.33333333333333337,0.21428571428571427,0.6629852497787322,0.5,0.0,0.0
"[restecg([0, 2]), exang(0)]","[slope([0, 2])]",0.8317073170731708,0.6634146341463415,1.0,1.0,0.6634146341463415,1.0,0.0,0.33333333333333337,0.21428571428571427,0.6629852497787322,0.5,0.0,0.0
"[restecg([0, 1]), exang(0)]","[slope([0, 2])]",0.8282926829268293,0.6565853658536586,1.0,1.0,0.6565853658536586,1.0,0.0,0.5,0.21428571428571427,0.6561647762510701,0.5,0.0,0.0
"[chol([126, 312]), thal([2, 3])]","[trestbps([101, 152]), fbs([0, 1]), restecg([0, 1])]",0.8180943014499269,0.7502439024390244,0.8859447004608295,1.0146294055556986,0.8468292682926829,0.8731707317073171,1.111998029071198,0.45217541138967865,0.35714285714285715,0.7606623537224082,0.7737056144690831,0.0833969297601929,0.3129733153416132
"[thal([1, 3]), target([0, 1]), sex(1), oldpeak([0.0, 6.2]), age([39, 77])]","[thalach([71, 189])]",0.8174815990763458,0.6497560975609756,0.985207100591716,1.001822696534235,0.6595121951219513,0.9834146341463414,1.1211707317073039,0.2734838846480069,0.42857142857142855,0.6505277691648945,0.3562071871080222,0.005264407181973626,0.15367483296213807
"[target([0, 1]), sex(1), thal([2, 3])]","[thalach([71, 202])]",0.8165853658536586,0.6331707317073171,1.0,1.0,0.6331707317073171,1.0,0.0,0.41666666666666674,0.2857142857142857,0.6327796047068383,0.43067655807339306,0.0,0.0
"[sex(1), target([0, 1]), exang([0, 1]), thal([2, 3]), ca([0, 4]), age([29, 77])]","[thalach([71, 202])]",0.8165853658536586,0.6331707317073171,1.0,1.0,0.6331707317073171,1.0,0.0,0.23809523809523803,0.5,0.6327796047068383,0.33333333333333337,0.0,0.0
"[sex([0, 1]), thalach([137, 190])]","[exang([0, 1]), thal([2, 3]), cp([0, 3])]",0.8147956403269755,0.68,0.9495912806539509,1.020263168417505,0.7160975609756097,0.9307317073170732,1.374133157547784,0.2524173027989821,0.35714285714285715,0.6933186914126095,0.7737056144690831,0.0664297686264597,0.4272894269280573
"[sex([0, 1])]","[cp([0, 2]), slope([1, 2]), exang([0, 1]), thal([2, 3])]",0.806829268292683,0.806829268292683,0.806829268292683,1.0,1.0,0.806829268292683,0.9999999999999989,0.29999999999999993,0.35714285714285715,0.8061941722261721,0.8982444017039272,0.0,0.0
"[exang([0, 1])]","[slope([1, 2]), thal([2, 3]), cp([0, 2])]",0.806829268292683,0.806829268292683,0.806829268292683,1.0,1.0,0.806829268292683,0.9999999999999989,0.375,0.2857142857142857,0.8061941722261721,0.8613531161467861,0.0,0.0
"[exang([0, 1])]","[fbs(0), slope([1, 2])]",0.7990243902439025,0.7990243902439025,0.7990243902439025,1.0,1.0,0.7990243902439025,0.9999999999999989,0.5,0.21428571428571427,0.7984015219744346,0.7924812503605781,0.0,0.0
"[thal([1, 2])]","[restecg([0, 2]), slope([0, 2])]",0.7965853658536586,0.593170731707317,1.0,1.0,0.593170731707317,1.0,0.0,0.22222222222222232,0.21428571428571427,0.5928274619346788,0.7924812503605781,0.0,0.0
"[sex(1), ca([0, 4]), target([0, 1]), slope([1, 2]), thal([2, 3]), age([32, 77])]","[thalach([71, 202])]",0.7921951219512195,0.584390243902439,1.0,1.0,0.584390243902439,1.0,0.0,0.31845238095238093,0.5,0.5840570615052016,0.33333333333333337,0.0,0.0
[exang(0)],"[cp([0, 3]), thal([2, 3])]",0.7852295552367288,0.6263414634146341,0.9441176470588235,1.0143821679615241,0.6634146341463415,0.9307317073170732,1.2395378690628949,0.5555555555555556,0.21428571428571427,0.6349613717325121,0.7924812503605781,0.039769820971866474,0.2823678954058471
"[exang(0), cp([0, 3]), thal([0, 3]), restecg([0, 2])]","[slope([1, 2])]",0.7827833572453371,0.624390243902439,0.9411764705882353,1.014412073977856,0.6634146341463415,0.9278048780487805,1.227317073170726,0.29999999999999993,0.35714285714285715,0.6330031662753207,0.3868528072345416,0.03972719522591611,0.27251461988304093
"[cp([0, 2])]","[slope([1, 2]), sex([0, 1]), thalach([121, 202])]",0.779697437480704,0.7492682926829268,0.810126582278481,0.9932772091333051,0.9248780487804878,0.8156097560975609,0.9711219512195113,0.30375318066157764,0.2857142857142857,0.7436870905704851,0.8613531161467861,-0.0729903008384021,-0.2781954887218045
"[exang([0, 1]), cp([0, 3]), trestbps([94, 140])]","[fbs(0), thal([1, 3])]",0.7757383482250664,0.6839024390243903,0.8675742574257426,1.0233183128439427,0.7882926829268293,0.8478048780487805,1.1492865283793008,0.3798742138364779,0.35714285714285715,0.6993829348847279,0.6131471927654585,0.09338070903864583,0.3129096989966555
"[sex([0, 1]), thalach([134, 175])]","[fbs([0, 1]), target([0, 1]), thal([2, 3])]",0.7748113277485358,0.6058536585365853,0.9437689969604863,1.0140075701095372,0.6419512195121951,0.9307317073170732,1.2318523401450174,0.27073791348600507,0.35714285714285715,0.613977073934252,0.7737056144690831,0.03641204873160343,0.2629878869448183
"[sex(1), exang([0, 1])]","[thal([2, 3])]",0.7717045804399139,0.6331707317073171,0.9102384291725105,0.9779815407775926,0.6956097560975609,0.9307317073170732,0.7716920731707293,0.5555555555555556,0.21428571428571427,0.6188467727838296,0.5,-0.0673256733915918,-0.622407846070731
[sex(1)],"[cp([0, 3]), thal([2, 3]), exang([0, 1])]",0.7717045804399139,0.6331707317073171,0.9102384291725105,0.9779815407775926,0.6956097560975609,0.9307317073170732,0.7716920731707293,0.41666666666666674,0.2857142857142857,0.6188467727838296,0.8613531161467861,-0.0673256733915918,-0.622407846070731
[sex(1)],"[thal([2, 3]), exang([0, 1]), cp([0, 3])]",0.7717045804399139,0.6331707317073171,0.9102384291725105,0.9779815407775926,0.6956097560975609,0.9307317073170732,0.7716920731707293,0.41666666666666674,0.2857142857142857,0.6188467727838296,0.8613531161467861,-0.0673256733915918,-0.622407846070731
[sex(1)],"[cp([0, 2])]",0.7717045804399139,0.6331707317073171,0.9102384291725105,0.9841712973647926,0.6956097560975609,0.9248780487804878,0.8369054878048755,0.6666666666666667,0.14285714285714285,0.6227635245103097,0.6309297535714574,-0.048094904160822544,-0.388024516737388
"[cp([0, 3]), slope([0, 1])]","[fbs([0, 1]), exang([0, 1])]",0.771219512195122,0.5424390243902439,1.0,1.0,0.5424390243902439,1.0,0.0,0.125,0.2857142857142857,0.5421519608827499,0.6826061944859854,0.0,0.0
"[ca([0, 1]), thal([1, 3]), target([0, 1]), exang([0, 1]), sex(1), fbs([0, 1])]","[thalach([71, 202])]",0.7668292682926829,0.5336585365853659,1.0,1.0,0.5336585365853659,1.0,0.0,0.2976190476190478,0.5,0.533380691284224,0.33333333333333337,0.0,0.0
"[sex([0, 1]), thal(2)]","[cp([0, 3]), exang([0, 1])]",0.7653658536585366,0.5307317073170732,1.0,1.0,0.5307317073170732,1.0,0.0,0.25,0.2857142857142857,0.5304569013218032,0.6826061944859854,0.0,0.0
"[restecg([0, 1]), thal(2)]","[exang([0, 1]), fbs([0, 1])]",0.7619512195121951,0.5239024390243903,1.0,1.0,0.5239024390243903,1.0,0.0,0.375,0.2857142857142857,0.5236346597408628,0.6826061944859854,0.0,0.0
"[cp([1, 3])]","[exang([0, 1]), slope([0, 2])]",0.7575609756097561,0.5151219512195122,1.0,1.0,0.5151219512195122,1.0,0.0,0.11111111111111116,0.21428571428571427,0.5148630725613383,0.7924812503605781,0.0,0.0
"[exang([0, 1]), target([0, 1]), restecg([1, 2])]","[slope([0, 2])]",0.7575609756097561,0.5151219512195122,1.0,1.0,0.5151219512195122,1.0,0.0,0.125,0.2857142857142857,0.5148630725613383,0.43067655807339306,0.0,0.0
"[sex([0, 1]), restecg([1, 2])]","[cp([0, 3]), exang([0, 1])]",0.7575609756097561,0.5151219512195122,1.0,1.0,0.5151219512195122,1.0,0.0,0.125,0.2857142857142857,0.5148630725613383,0.6826061944859854,0.0,0.0
"[fbs([0, 1]), cp([1, 3]), exang([0, 1])]","[slope([0, 2])]",0.7575609756097561,0.5151219512195122,1.0,1.0,0.5151219512195122,1.0,0.0,0.08333333333333337,0.2857142857142857,0.5148630725613383,0.43067655807339306,0.0,0.0
"[target(1), fbs([0, 1])]","[exang([0, 1]), thal([0, 3])]",0.7565853658536585,0.5131707317073171,1.0,1.0,0.5131707317073171,1.0,0.0,0.25,0.2857142857142857,0.5129138105367014,0.6826061944859854,0.0,0.0
