antecedent,consequent,fitness,support,confidence,lift,coverage,rhs_support,conviction,amplitude,inclusion,interestingness,comprehensibility,netconf,yulesq
"[thal([0, 1]), target([0, 1]), cp([1, 2]), exang(0)]",[slope(1)],0.3675388026607539,0.007804878048780488,0.7272727272727273,1.5465861938890983,0.010731707317073172,0.47024390243902436,1.9424390243902425,0.6666666666666667,0.35714285714285715,0.012070824721054158,0.3868528072345416,0.25981710597095203,0.5047021943573667
"[thal([2, 3]), fbs([0, 1]), target([0, 1]), slope(2), exang([0, 1]), sex([0, 1]), cp(1), thalach([71, 177])]","[restecg([1, 2])]",0.3672004241781548,0.06048780487804878,0.6739130434782609,1.3082592226613967,0.0897560975609756,0.5151219512195122,1.486959349593495,0.3730562623692395,0.6428571428571429,0.07912905871168034,0.30102999566398114,0.17444894915886106,0.3487678762752131
"[target(1), thal(3), sex([0, 1]), slope([1, 2]), exang([0, 1])]",[restecg(1)],0.3670905923344948,0.055609756097560976,0.6785714285714286,1.3558201058201058,0.08195121951219513,0.5004878048780488,1.554037940379403,0.5833333333333334,0.42857142857142855,0.07539273486114653,0.3562071871080222,0.19398056778503106,0.38373751783166904
"[exang(0), ca([2, 3]), target([0, 1]), thal([1, 3])]","[oldpeak([0.0, 6.2]), sex(1)]",0.36662080466958513,0.07512195121951219,0.6581196581196581,0.9461046978578536,0.11414634146341464,0.6956097560975609,0.8903414634146337,0.513888888888889,0.42857142857142855,0.07106802202464922,0.5645750340535797,-0.042320870514703054,-0.09692997585374268
"[sex(1), thal(3), target([0, 1])]","[fbs([0, 1]), age([56, 77]), thalach([96, 177])]",0.3663428298148528,0.18926829268292683,0.5434173669467787,1.1140056022408966,0.34829268292682924,0.4878048780487805,1.12180158611402,0.4906965648854962,0.42857142857142855,0.21080700525264237,0.7124143742160444,0.08533353461144946,0.16943366692754733
"[slope([0, 2])]","[exang([0, 1]), fbs([0, 1]), trestbps([119, 132]), thal([2, 3]), cp([0, 2])]",0.36585365853658536,0.36585365853658536,0.36585365853658536,1.0,1.0,0.36585365853658536,0.9999999999999997,0.3128930817610063,0.42857142857142855,0.36572307424442474,0.9207822211616018,0.0,0.0
"[cp(2), sex([0, 1]), thalach([139, 175]), slope([1, 2])]","[chol([187, 544]), thal(2), age([32, 69])]",0.3614586786644565,0.12097560975609756,0.6019417475728155,1.3383737337573445,0.20097560975609757,0.4497560975609756,1.382320047590719,0.5198984304586627,0.5,0.16189146902921753,0.6666666666666667,0.1904643360954039,0.3676574906752706
"[exang(1), thal(3), age([46, 62]), thalach([87, 114])]","[slope([1, 2])]",0.3611201445347787,0.018536585365853658,0.7037037037037037,0.7584608793862211,0.026341463414634145,0.9278048780487805,0.24365853658536551,0.7921119592875319,0.35714285714285715,0.014059020582819506,0.3868528072345416,-0.23016403176723824,-0.7120551090700344
"[thal([1, 3]), ca([2, 3]), fbs(0), exang([0, 1]), sex([0, 1])]","[thalach([71, 202]), slope(1)]",0.3591869918699187,0.09170731707317073,0.6266666666666667,1.3326417704011067,0.14634146341463414,0.47024390243902436,1.418989547038327,0.4404761904761906,0.5,0.12220206691827873,0.5283208335737188,0.18323809523809523,0.3562646283293337
"[exang([0, 1]), cp(2)]",[slope(2)],0.35749055307454486,0.1551219512195122,0.5598591549295775,1.2235727799633622,0.27707317073170734,0.4575609756097561,1.2324214634146338,0.6666666666666667,0.21428571428571427,0.18977427258821383,0.5,0.14150557868126426,0.27758461581483795
"[restecg(1), exang([0, 1]), cp([0, 3])]","[slope(2), fbs(0)]",0.356841154376456,0.23804878048780487,0.4756335282651072,1.2097378820638582,0.5004878048780488,0.3931707317073171,1.1572617644392051,0.6,0.35714285714285715,0.2879097470620367,0.6131471927654585,0.1650866532651071,0.3363847233966626
"[exang([0, 1]), slope(1), ca([0, 2]), thal(3), age([29, 64]), target(1)]","[trestbps([94, 149])]",0.3556309650053022,0.015609756097560976,0.6956521739130435,0.8339689804220698,0.0224390243902439,0.8341463414634146,0.5449477351916373,0.6074236298292903,0.5,0.013017854125005501,0.33333333333333337,-0.1416731753883536,-0.38497818653460675
"[sex(1), thal([2, 3]), thalach([98, 187])]",[slope(1)],0.3555634107065708,0.2682926829268293,0.4428341384863124,0.9417116015528428,0.6058536585365853,0.47024390243902436,0.9508050190328489,0.7468193384223918,0.2857142857142857,0.252588200115525,0.43067655807339306,-0.06954209913744983,-0.1386917017098977
"[thalach([97, 116]), target([0, 1]), age([53, 65])]","[sex(1), slope([1, 2])]",0.3547967479674797,0.042926829268292686,0.6666666666666666,1.0416666666666667,0.06439024390243903,0.64,1.0799999999999992,0.6209923664122137,0.35714285714285715,0.04471357447899286,0.6131471927654585,0.02850191171359052,0.06278713629402756
"[cp([2, 3])]",[slope(2)],0.3520951287075198,0.18341463414634146,0.5207756232686981,1.1381556798516324,0.3521951219512195,0.4575609756097561,1.1319103341322427,0.8333333333333334,0.14285714285714285,0.20871705287688444,0.6309297535714574,0.09758285218436073,0.19392788744538497
"[thalach([88, 129]), exang(1), sex(1)]","[thal([2, 3]), cp([0, 3]), slope(1)]",0.3487934383768616,0.06926829268292684,0.6283185840707964,1.4908021960013111,0.11024390243902439,0.4214634146341463,1.5565389082462244,0.7256149279050043,0.42857142857142855,0.10325834429608416,0.7124143742160444,0.23248525073746315,0.44137206860343015
"[ca([2, 3]), fbs([0, 1]), restecg(1), thalach([127, 194]), age([43, 60]), target([0, 1])]","[slope(2), trestbps([110, 180])]",0.3482261640798226,0.014634146341463415,0.6818181818181818,1.6405249679897567,0.021463414634146343,0.41560975609756096,1.836655052264807,0.5280006991454222,0.5714285714285714,0.024007339695519932,0.5,0.27204749388199034,0.5105894360806328
"[exang([0, 1]), restecg([1, 2])]","[trestbps([94, 139]), target(1)]",0.3472154471544715,0.23609756097560974,0.4583333333333333,1.2076906598114823,0.5151219512195122,0.3795121951219512,1.1455159474671663,0.5188679245283019,0.2857142857142857,0.2850671419621588,0.6826061944859854,0.16255868544600927,0.33657351154313486
"[target(0), restecg(1)]","[thalach([78, 147]), slope([0, 1])]",0.34383787661406023,0.11414634146341464,0.5735294117647058,1.6844345187931906,0.19902439024390245,0.3404878048780488,1.5464423885618155,0.7433206106870229,0.2857142857142857,0.19225062590158815,0.6826061944859854,0.29094719495593596,0.5469207717431563
"[sex([0, 1])]","[ca([0, 2]), exang([0, 1]), thal(2), cp([1, 3])]",0.34243902439024393,0.34243902439024393,0.34243902439024393,1.0,1.0,0.34243902439024393,0.9999999999999997,0.3666666666666667,0.35714285714285715,0.3423246200142192,0.8982444017039272,0.0,0.0
"[thal([0, 3]), thalach([79, 175]), restecg([0, 1]), cp(2)]",[slope(2)],0.3417301829268293,0.13658536585365855,0.546875,1.1951958955223883,0.2497560975609756,0.4575609756097561,1.1971068124474342,0.5534351145038168,0.35714285714285715,0.16322451543590794,0.3868528072345416,0.11904665149544866,0.234914397979231
"[sex([0, 1]), exang([0, 1])]","[cp([0, 2]), slope([1, 2]), thal(3)]",0.34146341463414637,0.34146341463414637,0.34146341463414637,1.0,1.0,0.34146341463414637,0.9999999999999997,0.3666666666666667,0.35714285714285715,0.34134966120630866,0.7737056144690831,0.0,0.0
"[oldpeak([0.0, 4.777681763821992]), thal([2, 3]), sex(1)]","[thalach([93, 163]), chol([126, 345]), restecg([0, 2]), slope([0, 1])]",0.3410096426545661,0.2634146341463415,0.4186046511627907,0.9513742071881607,0.6292682926829268,0.44,0.9631999999999998,0.48024595553628346,0.5,0.25054148554371763,0.7739760316291208,-0.05771113831089353,-0.11631923029480695
[sex(0)],"[cp([1, 2]), exang([0, 1]), thal([2, 3])]",0.34073014383989997,0.15902439024390244,0.5224358974358975,1.2367131521288566,0.304390243902439,0.4224390243902439,1.2093894254378783,0.5833333333333334,0.2857142857142857,0.19663704278926936,0.8613531161467861,0.14375427050742617,0.28441199228025865
"[thalach([101, 169]), restecg([1, 2]), chol([204, 312]), cp([0, 1]), fbs(1)]","[exang([0, 1]), slope(1)]",0.34016260162601625,0.013658536585365854,0.6666666666666666,1.417704011065007,0.02048780487804878,0.47024390243902436,1.5892682926829256,0.628715336390752,0.5,0.019363504072445845,0.5283208335737188,0.20053120849933595,0.3922077922077922
"[sex(1), exang([0, 1]), fbs([0, 1])]","[thal([2, 3]), slope(1)]",0.340073204939623,0.27902439024390246,0.4011220196353436,0.951736273440341,0.6956097560975609,0.4214634146341463,0.9660341577654649,0.5333333333333332,0.35714285714285715,0.2654853435582555,0.6131471927654585,-0.066826698313374,-0.13536942941958513
"[thal([1, 3]), exang([0, 1]), slope([1, 2])]","[cp([2, 3]), restecg([0, 2])]",0.33983360892930964,0.3258536585365854,0.3538135593220339,1.0045952861636696,0.9209756097560976,0.3521951219512195,1.0025045981607354,0.29999999999999993,0.35714285714285715,0.3272469824796203,0.6131471927654585,0.020480225988700366,0.04538341158059468
"[sex([0, 1]), thalach([144, 145])]","[exang([0, 1]), thal([2, 3]), cp([0, 2])]",0.3376829268292683,0.025365853658536587,0.65,0.7536764705882354,0.03902439024390244,0.8624390243902439,0.3930313588850172,0.39847328244274804,0.35714285714285715,0.019117173951079543,0.7737056144690831,-0.22106598984771564,-0.568760611205433
"[ca([1, 2]), trestbps([94, 115]), thal(2), target(1), fbs(0), sex([0, 1]), restecg([0, 2])]","[age([34, 63])]",0.336260162601626,0.005853658536585366,0.6666666666666666,0.8048684727129957,0.00878048780487805,0.8282926829268292,0.5151219512195119,0.6184650157232705,0.5714285714285714,0.004711398299710827,0.3154648767857287,-0.16305774278215224,-0.4179983179142136
"[fbs([0, 1]), trestbps([94, 143])]","[exang([0, 1]), thal(3)]",0.3332393945726483,0.29560975609756096,0.3708690330477356,0.9271725826193388,0.7970731707317074,0.4,0.9536964980544742,0.38443396226415094,0.2857142857142857,0.27400221603799224,0.6826061944859854,-0.14355404387534162,-0.2849849884931251
"[thal([1, 2]), exang([0, 1])]","[age([44, 58]), fbs(0), restecg([0, 1])]",0.327543324775353,0.24390243902439024,0.41118421052631576,0.9963683588403635,0.593170731707317,0.41268292682926827,0.9974546941000132,0.575,0.35714285714285715,0.24295884619595107,0.7737056144690831,-0.00368389498927165,-0.007597572681276132
"[thalach([78, 202]), sex([0, 1])]","[slope(1), age([48, 66])]",0.32746948233439244,0.32682926829268294,0.3281096963761019,1.0039177277179236,0.9960975609756098,0.32682926829268294,1.0019057100191988,0.41960877862595414,0.2857142857142857,0.32800507603270057,0.6826061944859854,0.3281096963760891,1.0
"[thalach([119, 163]), thal([1, 3]), fbs([0, 1])]","[target([0, 1]), cp([0, 3]), slope(2)]",0.3264809488159502,0.24585365853658536,0.407108239095315,0.8897354905601235,0.6039024390243902,0.4575609756097561,0.9149039675682857,0.3329092451229856,0.42857142857142855,0.2186922579805905,0.7124143742160444,-0.12737451952537457,-0.2515263186843408
"[thal([1, 3]), sex(1), fbs([0, 1]), thalach([71, 202]), cp([0, 1])]",[slope(2)],0.3258432797093928,0.2048780487804878,0.44680851063829785,0.9765004763416957,0.4585365853658537,0.4575609756097561,0.9805628517823636,0.5,0.42857142857142855,0.20002352332657466,0.3562071871080222,-0.019858156028368847,-0.04
"[exang([0, 1]), sex(1), cp([0, 2])]","[thal(2), thalach([84, 202])]",0.3246209928971401,0.25170731707317073,0.3975346687211094,0.7545796952576613,0.6331707317073171,0.526829268292683,0.7853908053147025,0.4865139949109415,0.35714285714285715,0.1898865890659282,0.6131471927654585,-0.35246533127889046,-0.639412997903564
"[slope(2), sex([0, 1]), exang([0, 1]), ca([0, 4]), target(1)]","[cp([2, 3])]",0.3231348637015782,0.16097560975609757,0.4852941176470588,1.3779126609092391,0.33170731707317075,0.3521951219512195,1.2585923344947731,0.4444444444444444,0.42857142857142855,0.22177549560661158,0.3562071871080222,0.19916273078574495,0.40340044353611343
"[ca([2, 4]), target(1), sex([0, 1]), age([45, 62]), thalach([81, 202])]",[slope(2)],0.3216431322207959,0.011707317073170732,0.631578947368421,1.380316462798788,0.018536585365853658,0.4575609756097561,1.4723344947735182,0.5370282018659882,0.42857142857142855,0.01615961791771107,0.3562071871080222,0.1773045934916815,0.3462756718095433
"[sex([0, 1]), exang([0, 1])]","[thal([2, 3]), trestbps([94, 134]), target(1)]",0.3180487804878049,0.3180487804878049,0.3180487804878049,1.0,1.0,0.3180487804878049,0.9999999999999997,0.4578616352201258,0.35714285714285715,0.31795009265680996,0.7737056144690831,0.0,0.0
"[sex(1), exang([0, 1])]","[target([0, 1]), cp([0, 1]), thal(3)]",0.3162918619368522,0.25951219512195123,0.37307152875175315,1.2375350063771748,0.6956097560975609,0.30146341463414633,1.1142205489168981,0.5333333333333332,0.35714285714285715,0.32107411506999045,0.7737056144690831,0.23525101593124034,0.5765133572018728
"[ca(0), thal([2, 3]), target([0, 1]), thalach([71, 184])]","[age([55, 77])]",0.3157182620182101,0.21170731707317073,0.4197292069632495,0.7836474264796552,0.504390243902439,0.535609756097561,0.8002991869918694,0.469147582697201,0.35714285714285715,0.1658696277831746,0.3868528072345416,-0.23381410012336468,-0.44565722248026013
"[thal(3), ca(2), target([0, 1]), sex(1)]",[slope(1)],0.31368334022323274,0.03414634146341464,0.5932203389830508,1.2615162810324214,0.0575609756097561,0.47024390243902436,1.302317073170731,0.8,0.35714285714285715,0.0430747306757776,0.3868528072345416,0.13048741972839248,0.25739798567126987
"[sex(1), thalach([109, 202]), exang([0, 1])]","[thal([2, 3]), slope(1)]",0.3133545740862814,0.24682926829268292,0.37987987987987987,0.9013353631409187,0.6497560975609756,0.4214634146341463,0.9329427744640642,0.5913486005089059,0.35714285714285715,0.22242237395039297,0.6131471927654585,-0.11872736245995288,-0.23761373433667876
"[ca(0), thal(3), target([0, 1])]","[cp(0), thalach([71, 189])]",0.3128991130820399,0.09170731707317073,0.5340909090909091,1.1014953356502653,0.17170731707317075,0.4848780487804878,1.105627602617489,0.6198473282442748,0.35714285714285715,0.10100614411687799,0.6131471927654585,0.059414819573830144,0.11842070161397893
"[cp(2), thal([2, 3]), exang(1)]",[slope(1)],0.31278640059127866,0.01951219512195122,0.6060606060606061,1.2888218282409154,0.03219512195121951,0.47024390243902436,1.3447654784240144,0.9166666666666666,0.2857142857142857,0.02514726427039045,0.43067655807339306,0.14033479960899314,0.2766469950620258
[sex(1)],"[thal(2), cp([0, 2]), exang([0, 1])]",0.311535593336298,0.255609756097561,0.36746143057503505,0.7517923479828562,0.6956097560975609,0.48878048780487804,0.8082029095235517,0.5833333333333334,0.2857142857142857,0.19211753737119866,0.8613531161467861,-0.39856421045060547,-0.6986014261513611
"[thal(3), fbs([0, 1]), restecg([0, 2])]","[target([0, 1]), thalach([123, 176]), slope(1)]",0.31073170731707317,0.1775609756097561,0.44390243902439025,1.2999999999999998,0.4,0.34146341463414637,1.1842105263157887,0.43256997455470736,0.42857142857142855,0.2307892816877294,0.7124143742160444,0.17073170731707302,0.3597753597753598
"[cp([1, 3]), fbs([0, 1])]","[restecg([1, 2]), exang([0, 1]), thal(2)]",0.30847653362897265,0.2097560975609756,0.4071969696969697,1.4442107056726434,0.5151219512195122,0.2819512195121951,1.2112771760305459,0.3666666666666667,0.35714285714285715,0.30287000964401967,0.7737056144690831,0.2583036095360038,0.5940301646700027
"[sex([0, 1]), age([33, 66])]","[trestbps([97, 151]), thal(3), thalach([71, 172])]",0.30676927090126516,0.2926829268292683,0.32085561497326204,1.0181950629956456,0.9121951219512195,0.3151219512195122,1.008442481275206,0.4064147342647271,0.35714285714285715,0.2979232165404639,0.7737056144690831,0.06530005941770578,0.1583345339288287
[restecg(1)],"[trestbps([94, 122]), thal([1, 3])]",0.30272999572100984,0.20195121951219513,0.40350877192982454,1.2058206741343154,0.5004878048780488,0.33463414634146343,1.1154662840746048,0.689727463312369,0.21428571428571427,0.24346897658501168,0.7924812503605781,0.13788377192982448,0.30319469559975887
"[thal([0, 3]), fbs([0, 1]), cp(2), thalach([123, 202]), exang([0, 1])]","[oldpeak([0.38496390638585076, 6.2]), sex([0, 1]), slope([1, 2]), target([0, 1]), restecg([0, 1])]",0.3015738610216291,0.12390243902439024,0.47924528301886793,0.9013328717327332,0.25853658536585367,0.5317073170731708,0.8992576882290558,0.24590375175283752,0.7142857142857143,0.11166384157570837,0.7472217363092141,-0.07075471698113206,-0.14092446448703494
"[target([0, 1]), ca([0, 1]), sex(1), oldpeak([1.6570434044202378, 6.2]), thal([1, 3]), fbs([0, 1]), exang(1)]","[thalach([91, 136])]",0.29972899728997293,0.04390243902439024,0.5555555555555556,2.1247927031509115,0.07902439024390244,0.26146341463414635,1.66170731707317,0.5008858685225905,0.5714285714285714,0.09327958660001597,0.3154648767857287,0.31932674199623334,0.603291082944185
"[thal([2, 3]), cp([0, 1]), exang([0, 1]), thalach([108, 170]), restecg([1, 2])]",[slope(2)],0.29919425087108015,0.1073170731707317,0.49107142857142855,1.0732371306731647,0.21853658536585366,0.4575609756097561,1.0658451005562684,0.560008481764207,0.42857142857142855,0.11516460873285359,0.3562071871080222,0.042881665774924145,0.08592231925490809
"[trestbps([123, 139]), age([61, 70])]","[thalach([108, 176]), oldpeak([0.7101500838886375, 5.902073842058547]), slope([0, 2])]",0.29794835007173603,0.037073170731707315,0.5588235294117647,1.2561274509803921,0.06634146341463415,0.4448780487804878,1.2582764227642271,0.46101311530771916,0.35714285714285715,0.04656694311275968,0.7737056144690831,0.12204192021636233,0.24050632911392406
"[thalach([84, 191]), age([44, 45]), thal([2, 3])]",[slope(2)],0.2963115104835259,0.03121951219512195,0.5614035087719298,1.2269479669322558,0.055609756097560976,0.4575609756097561,1.2367609756097555,0.7072598600508906,0.2857142857142857,0.038303550329026506,0.43067655807339306,0.1099572277801942,0.21732277823548377
"[ca(2), thal(2)]","[thalach([124, 202]), cp([0, 2])]",0.2944207317073171,0.026341463414634145,0.5625,0.720703125,0.04682926829268293,0.7804878048780488,0.5017421602787453,0.6844783715012723,0.2857142857142857,0.01898388712076145,0.6826061944859854,-0.22869754350051175,-0.49330757554850285
"[thalach([114, 170]), cp(2)]",[slope(2)],0.2932296453399317,0.09853658536585366,0.48792270531400966,1.066355592637228,0.20195121951219513,0.4575609756097561,1.0592913023469852,0.8575063613231553,0.21428571428571427,0.10506493767884993,0.5,0.03804495470276263,0.07627459802505387
"[thalach([105, 174]), restecg([1, 2])]","[trestbps([98, 174]), slope(1)]",0.29304381414854874,0.17658536585365853,0.4095022624434389,0.8911673439586514,0.43121951219512195,0.45951219512195124,0.9153088496402202,0.564075327668155,0.2857142857142857,0.15734000051469627,0.6826061944859854,-0.08792483875724726,-0.1760136106212565
"[thal([1, 2]), target(0), thalach([71, 158]), cp([0, 2]), sex([0, 1])]","[restecg([0, 2]), exang(1), slope([1, 2])]",0.2920376416362589,0.06439024390243903,0.5196850393700787,1.7127883130364332,0.12390243902439024,0.30341463414634146,1.450267892842862,0.4794847328244275,0.5714285714285714,0.11027992903684715,0.6309297535714574,0.24685653157497844,0.48503695536068087
"[cp([2, 3]), exang([0, 1]), ca([0, 3]), fbs([0, 1]), thalach([93, 202]), oldpeak([0.0, 5.638435644165395]), chol([290, 479])]","[age([56, 68])]",0.29170731707317077,0.0224390243902439,0.5609756097560976,1.2079831932773109,0.04,0.46439024390243905,1.2199999999999995,0.311709205593958,0.5714285714285714,0.027105370940471486,0.3154648767857287,0.10060975609756087,0.1992929739284136
"[restecg([0, 1]), thal([1, 2]), cp([0, 2])]","[exang([0, 1]), slope(1)]",0.29159138538368934,0.2029268292682927,0.3802559414990859,0.8086355602418321,0.5336585365853659,0.47024390243902436,0.854798186919922,0.5,0.35714285714285715,0.16406136340054897,0.6131471927654585,-0.1929658158230897,-0.37285505254289897
"[target([0, 1]), sex(1)]","[exang([0, 1]), cp([0, 2]), slope([1, 2]), thal(2)]",0.2913214517839428,0.23902439024390243,0.3436185133239832,0.7383835978135906,0.6956097560975609,0.4653658536585366,0.8145174067125285,0.4722222222222223,0.42857142857142855,0.17645053233749028,0.8270874753469162,-0.3999712302657601,-0.694170515541131
"[age([32, 77]), exang([0, 1]), thal([2, 3]), target([0, 1])]","[sex(1), slope(1)]",0.2900385109114249,0.27902439024390246,0.30105263157894735,0.9294546607482562,0.926829268292683,0.32390243902439025,0.9673082574199232,0.45486111111111116,0.42857142857142855,0.25926992257907294,0.5645750340535797,-0.312280701754385,-0.572892527936557
"[oldpeak([5.403550841472176, 6.2])]","[sex(1), fbs([0, 1]), cp([0, 2]), thalach([87, 202]), thal(3)]",0.2876655052264808,0.003902439024390244,0.5714285714285714,1.774891774891775,0.006829268292682927,0.32195121951219513,1.5821138211382102,0.5545018660359083,0.42857142857142855,0.00692638055579162,0.9207822211616018,0.2511928150435026,0.4778430325680726
"[sex(1), exang([0, 1]), trestbps([94, 110]), target(1), age([33, 60])]",[thal(3)],0.2875338753387534,0.01951219512195122,0.5555555555555556,1.3888888888888886,0.0351219512195122,0.4,1.3499999999999994,0.7144261006289309,0.42857142857142855,0.027099755114148402,0.3562071871080222,0.16121784069205697,0.3150384193194292
"[target([0, 1]), oldpeak([3.9392568813380366, 6.2]), thal(3)]","[fbs([0, 1]), sex(1), thalach([71, 196])]",0.28682926829268296,0.013658536585365854,0.56,0.8095909732016926,0.024390243902439025,0.6917073170731707,0.7006651884700663,0.4468609233060993,0.42857142857142855,0.011057680576659908,0.7124143742160444,-0.13499999999999993,-0.28325639949643305
"[sex(0), cp([0, 3])]","[age([32, 57]), exang([0, 1]), thal(2)]",0.286380550343965,0.13365853658536586,0.4391025641025641,1.3315980124412077,0.304390243902439,0.3297560975609756,1.19494912891986,0.49583333333333324,0.35714285714285715,0.1779562333977859,0.7737056144690831,0.1571951307224799,0.33202935842535536
"[restecg(0), thal([1, 2]), target(1), fbs([0, 1])]","[sex(0), cp([0, 3]), slope([1, 2])]",0.28277051610295106,0.08487804878048781,0.48066298342541436,1.6701001966476265,0.17658536585365853,0.28780487804878047,1.3713544369486241,0.5952380952380953,0.5,0.1417431075449886,0.6666666666666667,0.23421748579508261,0.4778056727738903
"[age([51, 77])]","[thal([1, 2]), exang([0, 1]), oldpeak([0.10694528405941893, 6.2]), thalach([77, 202]), sex([0, 1])]",0.2825111645482652,0.23121951219512196,0.33380281690140845,1.046323814446311,0.6926829268292682,0.31902439024390244,1.0221832620017528,0.19800846101366332,0.42857142857142855,0.2418759072934131,0.9207822211616018,0.04808853118712276,0.11215391834819334
"[cp([1, 3]), thal([1, 3]), slope([1, 2]), target(0), thalach([90, 164]), exang([0, 1])]","[restecg([1, 2])]",0.2824538063562454,0.04975609756097561,0.5151515151515151,1.0000573921028466,0.09658536585365854,0.5151219512195122,1.0000609756097556,0.4431115957833516,0.5,0.049756537742357866,0.33333333333333337,3.2724654754902444e-05,6.550933508024893e-05
"[thal([1, 3]), age([46, 67]), ca([1, 4]), target(1), slope([0, 2])]","[thalach([71, 190]), sex(1)]",0.28242547425474257,0.037073170731707315,0.5277777777777778,0.7695195195195194,0.0702439024390244,0.6858536585365854,0.6652510760401718,0.46249091239549267,0.5,0.028527496681690613,0.5283208335737188,-0.17001865454121495,-0.347678369195923
[fbs(0)],"[cp([0, 2]), exang([0, 1]), slope(2), thal(2)]",0.28121783396733047,0.25853658536585367,0.3038990825688073,1.0246597356349592,0.8507317073170731,0.2965853658536585,1.0105066902398838,0.6666666666666667,0.35714285714285715,0.2648452102359113,0.8982444017039272,0.048997121784493926,0.12131841211513836
"[thalach([71, 161]), slope([0, 2])]","[cp([1, 2]), exang([0, 1])]",0.27936110511547596,0.2224390243902439,0.336283185840708,0.7642799678197908,0.6614634146341464,0.44,0.8437333333333332,0.24491094147582693,0.2857142857142857,0.16996879684194957,0.6826061944859854,-0.30636811098926303,-0.5603862480757569
"[cp([1, 3]), thal([1, 3]), target([0, 1])]","[restecg(1), slope(2)]",0.2779558652729385,0.18829268292682927,0.3676190476190476,1.37021645021645,0.5121951219512195,0.2682926829268293,1.1570672935645014,0.5333333333333334,0.35714285714285715,0.257954336637592,0.6131471927654585,0.20361904761904742,0.4953752618213498
"[exang(0), thal([0, 3])]","[cp([0, 2]), slope(1)]",0.2764203730272597,0.22048780487804878,0.3323529411764706,0.7689881821803213,0.6634146341463415,0.4321951219512195,0.8504566455356181,0.5833333333333334,0.2857142857142857,0.16951604381524832,0.6826061944859854,-0.29663256606990607,-0.5460351835287102
"[exang([0, 1]), sex(1), ca([0, 3]), thal([2, 3])]","[thalach([130, 202]), fbs([0, 1]), trestbps([94, 149]), target(1)]",0.2752425495728808,0.2097560975609756,0.34072900158478603,0.8435923348415596,0.615609756097561,0.40390243902439027,0.9041768292682923,0.4810225526909597,0.5714285714285714,0.17691242530298598,0.7324867603589634,-0.16434714054719357,-0.3276347336599604
"[thal([2, 3]), target([0, 1]), slope(1), exang([0, 1]), cp([1, 2])]","[restecg([1, 2])]",0.2748421807747489,0.06439024390243903,0.4852941176470588,0.942095588235294,0.1326829268292683,0.5151219512195122,0.9420487804878045,0.4722222222222223,0.42857142857142855,0.060657953948979944,0.3562071871080222,-0.03439092172301992,-0.06870229007633588
"[sex([0, 1]), ca(1), thal([2, 3])]",[exang(1)],0.2743174199514507,0.09365853658536585,0.4549763033175355,1.3517411910158663,0.20585365853658535,0.33658536585365856,1.2172216330858956,0.6666666666666667,0.2857142857142857,0.12659053362921038,0.43067655807339306,0.1490794974207296,0.3089592760180995
"[thal([1, 3]), cp([1, 3]), restecg([0, 2]), exang([0, 1])]",[slope(1)],0.27363530778164924,0.18536585365853658,0.3619047619047619,0.7696107488638609,0.5121951219512195,0.47024390243902436,0.8302147797597377,0.33333333333333337,0.35714285714285715,0.14263375421875724,0.3868528072345416,-0.2220952380952379,-0.4244939566040484
"[sex([0, 1]), exang([0, 1]), trestbps([129, 150])]",[thal(3)],0.2724989302524604,0.1678048780487805,0.37719298245614036,0.9429824561403508,0.4448780487804878,0.4,0.9633802816901406,0.45047169811320753,0.2857142857142857,0.15821115073780123,0.43067655807339306,-0.0410846976844572,-0.08560598760078378
"[thalach([132, 202]), target(1), slope([1, 2]), fbs(0), thal([1, 3])]",[cp(2)],0.2715505226480836,0.15024390243902438,0.39285714285714285,1.4178822937625752,0.3824390243902439,0.27707317073170734,1.1907030129124814,0.7164970313825276,0.42857142857142855,0.2129969434692629,0.3562071871080222,0.18748589483186626,0.42916182358259075
"[slope([0, 1]), exang([0, 1]), sex([0, 1])]","[thal(3), cp([0, 3]), trestbps([122, 179])]",0.270481663449728,0.1902439024390244,0.35071942446043164,1.2838836073997943,0.5424390243902439,0.2731707317073171,1.119437875819201,0.32704402515723263,0.42857142857142855,0.2442056938285523,0.7124143742160444,0.16948275068644433,0.41865201534599533
"[slope([1, 2]), thal(1), restecg(1)]","[cp([1, 3])]",0.2672706155632985,0.010731707317073172,0.5238095238095238,1.0168650793650793,0.02048780487804878,0.5151219512195122,1.018243902439024,0.7083333333333334,0.2857142857142857,0.010912584157200459,0.43067655807339306,0.00886928476569911,0.017763845350052248
"[thalach([118, 166]), cp([0, 2]), exang([0, 1])]",[sex(0)],0.26666666666666666,0.2,0.3333333333333333,1.0950854700854702,0.6,0.304390243902439,1.0434146341463408,0.4917302798982188,0.2857142857142857,0.21897435897435896,0.43067655807339306,0.0723577235772358,0.172147001934236
"[slope(1), thal([2, 3]), exang([0, 1])]","[fbs([0, 1]), chol([166, 312]), cp([1, 3])]",0.26652439024390245,0.15804878048780488,0.375,0.814353813559322,0.4214634146341463,0.4604878048780488,0.8632195121951217,0.44444444444444453,0.42857142857142855,0.12868778118351668,0.7124143742160444,-0.14776559865092745,-0.2922050854522718
"[thal(2), slope(2), exang([0, 1])]",[cp(2)],0.2663932002956393,0.12975609756097561,0.403030303030303,1.4545988049509175,0.32195121951219513,0.27707317073170734,1.2109941810077995,0.75,0.2857142857142857,0.1887191712146221,0.43067655807339306,0.18576411597994325,0.41729106063722465
